event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton,line_type,shift_pattern,daily_capacity_machine_hours,daily_capacity_labor_hours,customer_id,order_date,due_date,demand_qty,penalty_cost_late,priority,week
EV0000079,WO000012,SO00242,SKU0006,F2,F2-L3,FINISH,Finishing,2025-01-10T07:30:17Z,2025-01-10T19:11:40Z,147,2,0,minor,5.41,14.03,4.68,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-01-03,2025-01-20,140,10.13,Std,2025-01-06
EV0000080,WO000012,SO00242,SKU0006,F2,F2-L1,QC_FINAL,Quality,2025-01-10T19:20:24Z,2025-01-10T21:26:19Z,147,8,4,minor,0.96,1.89,0.84,before,Jacket,French_Terry,White,core,25.25,36,assembly_line,3x8h,20.4,30,CUST0007,2025-01-03,2025-01-20,140,10.13,Std,2025-01-06
EV0000081,WO000012,SO00242,SKU0006,F2,F2-L1,PACK,Packing,2025-01-10T21:29:56Z,2025-01-11T01:22:58Z,147,5,0,minor,1.27,3.5,1.55,before,Jacket,French_Terry,White,core,25.25,36,assembly_line,3x8h,20.4,30,CUST0007,2025-01-03,2025-01-20,140,10.13,Std,2025-01-06
EV0000082,WO000013,SO00498,SKU0009,F1,F1-L3,CUT,Cutting,2025-01-12T09:27:24Z,2025-01-12T20:28:27Z,249,5,0,start_of_day,16.27,9.92,11.02,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-06
EV0000083,WO000013,SO00498,SKU0009,F1,F1-L3,SEW,Sewing,2025-01-12T20:51:06Z,2025-01-15T08:45:29Z,249,8,0,minor,2.91,95.85,59.91,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000084,WO000013,SO00498,SKU0009,F1,F1-L2,QC_INLINE,Quality,2025-01-15T10:17:17Z,2025-01-15T12:34:17Z,249,12,7,minor,2.13,2.05,0.91,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000085,WO000013,SO00498,SKU0009,F1,F1-L2,REWORK,Rework,2025-01-15T13:56:40Z,2025-01-15T14:07:51Z,7,0,0,none,0,0.2,0.04,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000086,WO000013,SO00498,SKU0009,F1,F1-L3,FINISH,Finishing,2025-01-15T14:20:56Z,2025-01-16T00:43:02Z,249,6,0,minor,2.84,12.44,4.15,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000087,WO000013,SO00498,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-01-16T01:26:52Z,2025-01-16T04:22:27Z,249,6,3,minor,3.24,2.63,1.17,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000088,WO000013,SO00498,SKU0009,F1,F1-L1,PACK,Packing,2025-01-16T04:40:28Z,2025-01-16T11:15:59Z,249,4,0,minor,2.04,5.93,2.64,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0033,2025-01-04,2025-01-23,226,9.93,Expedite,2025-01-13
EV0000089,WO000014,SO00405,SKU0018,F1,F1-L1,CUT,Cutting,2025-01-04T08:56:41Z,2025-01-04T15:02:26Z,129,0,0,start_of_day,15.33,5.49,6.1,before,Tee,Poly_Spandex,Black,extended,7.01,24,assembly_line,2x8h,13.6,20,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2024-12-30
EV0000090,WO000014,SO00405,SKU0018,F1,F1-L3,SEW,Sewing,2025-01-04T15:35:21Z,2025-01-05T06:54:30Z,129,0,0,minor,4.54,24.51,15.32,before,Tee,Poly_Spandex,Black,extended,7.01,24,sewing_cell,1x10h,8.5,12.5,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2024-12-30
EV0000091,WO000014,SO00405,SKU0018,F1,F1-L2,QC_INLINE,Quality,2025-01-05T08:49:57Z,2025-01-05T10:01:14Z,129,8,4,minor,3.67,1.07,0.48,before,Tee,Poly_Spandex,Black,extended,7.01,24,modular_line,3x8h,20.4,30,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2024-12-30
EV0000092,WO000014,SO00405,SKU0018,F1,F1-L1,FINISH,Finishing,2025-01-05T10:27:16Z,2025-01-05T17:50:26Z,129,3,0,minor,1.61,8.86,2.95,before,Tee,Poly_Spandex,Black,extended,7.01,24,assembly_line,2x8h,13.6,20,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2024-12-30
EV0000093,WO000014,SO00405,SKU0018,F1,F1-L1,QC_FINAL,Quality,2025-01-05T18:00:51Z,2025-01-05T19:41:06Z,129,5,3,minor,1.31,1.5,0.67,before,Tee,Poly_Spandex,Black,extended,7.01,24,assembly_line,2x8h,13.6,20,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2024-12-30
EV0000094,WO000014,SO00405,SKU0018,F1,F1-L1,PACK,Packing,2025-01-05T19:51:59Z,2025-01-06T00:00:49Z,129,1,0,minor,1.77,3.73,1.66,before,Tee,Poly_Spandex,Black,extended,7.01,24,assembly_line,2x8h,13.6,20,CUST0022,2025-01-04,2025-01-25,117,19.68,Std,2025-01-06
EV0000095,WO000015,SO00354,SKU0028,F2,F2-L3,CUT,Cutting,2025-01-09T09:06:17Z,2025-01-09T13:23:25Z,64,5,0,start_of_day,10.93,3.86,4.29,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000096,WO000015,SO00354,SKU0028,F2,F2-L2,SEW,Sewing,2025-01-09T13:52:25Z,2025-01-10T10:52:28Z,64,2,0,minor,3.77,33.6,21,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000097,WO000015,SO00354,SKU0028,F2,F2-L3,QC_INLINE,Quality,2025-01-10T12:19:12Z,2025-01-10T13:10:29Z,64,1,1,minor,2,0.77,0.34,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000098,WO000015,SO00354,SKU0028,F2,F2-L3,REWORK,Rework,2025-01-10T13:31:59Z,2025-01-10T13:33:50Z,1,0,0,none,0,0.03,0.01,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000099,WO000015,SO00354,SKU0028,F2,F2-L1,FINISH,Finishing,2025-01-10T13:38:15Z,2025-01-10T18:35:47Z,64,0,0,minor,1.98,5.95,1.98,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000100,WO000015,SO00354,SKU0028,F2,F2-L2,QC_FINAL,Quality,2025-01-10T19:20:48Z,2025-01-10T20:20:24Z,64,2,1,minor,2.45,0.89,0.4,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000101,WO000015,SO00354,SKU0028,F2,F2-L2,PACK,Packing,2025-01-10T20:26:17Z,2025-01-10T22:16:40Z,64,0,0,minor,2.34,1.66,0.74,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0010,2025-01-04,2025-01-15,59,14.19,Std,2025-01-06
EV0000102,WO000016,SO00415,SKU0014,F1,F1-L1,CUT,Cutting,2025-01-08T11:15:32Z,2025-01-08T17:06:45Z,89,1,0,start_of_day,6.58,5.27,5.85,before,Dress,Cotton_Jersey,Olive,core,22.79,24,assembly_line,2x8h,13.6,20,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000103,WO000016,SO00415,SKU0014,F1,F1-L1,SEW,Sewing,2025-01-08T17:38:51Z,2025-01-10T03:09:51Z,89,1,0,minor,7.15,53.63,33.52,before,Dress,Cotton_Jersey,Olive,core,22.79,24,assembly_line,2x8h,13.6,20,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000104,WO000016,SO00415,SKU0014,F1,F1-L2,QC_INLINE,Quality,2025-01-10T04:17:15Z,2025-01-10T05:19:46Z,89,2,1,minor,2.56,0.94,0.42,before,Dress,Cotton_Jersey,Olive,core,22.79,24,modular_line,3x8h,20.4,30,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000105,WO000016,SO00415,SKU0014,F1,F1-L3,FINISH,Finishing,2025-01-10T05:32:36Z,2025-01-10T12:29:19Z,89,1,0,minor,1.68,8.33,2.78,before,Dress,Cotton_Jersey,Olive,core,22.79,24,sewing_cell,1x10h,8.5,12.5,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000106,WO000016,SO00415,SKU0014,F1,F1-L2,QC_FINAL,Quality,2025-01-10T12:38:14Z,2025-01-10T13:46:56Z,89,1,1,minor,1.13,1.03,0.46,before,Dress,Cotton_Jersey,Olive,core,22.79,24,modular_line,3x8h,20.4,30,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000107,WO000016,SO00415,SKU0014,F1,F1-L2,PACK,Packing,2025-01-10T14:05:49Z,2025-01-10T16:30:42Z,89,0,0,minor,1.53,2.17,0.97,before,Dress,Cotton_Jersey,Olive,core,22.79,24,modular_line,3x8h,20.4,30,CUST0014,2025-01-05,2025-01-12,80,11.04,Std,2025-01-06
EV0000108,WO000017,SO00094,SKU0013,F1,F1-L2,CUT,Cutting,2025-01-08T10:55:13Z,2025-01-08T15:14:22Z,105,2,0,start_of_day,14.76,3.89,4.32,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000109,WO000017,SO00094,SKU0013,F1,F1-L3,SEW,Sewing,2025-01-08T15:45:29Z,2025-01-09T20:11:02Z,105,1,0,minor,6.78,45.48,28.43,before,Polo,Cotton_Jersey,White,core,17.4,24,sewing_cell,1x10h,8.5,12.5,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000110,WO000017,SO00094,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-01-09T21:13:22Z,2025-01-09T22:14:36Z,105,3,2,minor,2.64,0.92,0.41,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000111,WO000017,SO00094,SKU0013,F1,F1-L3,FINISH,Finishing,2025-01-09T22:35:08Z,2025-01-10T04:16:24Z,105,2,0,minor,4.68,6.83,2.28,before,Polo,Cotton_Jersey,White,core,17.4,24,sewing_cell,1x10h,8.5,12.5,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000112,WO000017,SO00094,SKU0013,F1,F1-L2,QC_FINAL,Quality,2025-01-10T04:27:53Z,2025-01-10T06:04:06Z,105,2,1,minor,4.52,1.44,0.64,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000113,WO000017,SO00094,SKU0013,F1,F1-L2,REWORK,Rework,2025-01-10T06:17:46Z,2025-01-10T06:19:48Z,1,0,0,none,0,0.04,0.01,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000114,WO000017,SO00094,SKU0013,F1,F1-L3,PACK,Packing,2025-01-10T07:02:36Z,2025-01-10T09:49:44Z,105,1,0,minor,2.93,2.51,1.11,before,Polo,Cotton_Jersey,White,core,17.4,24,sewing_cell,1x10h,8.5,12.5,CUST0038,2025-01-05,2025-01-18,94,8.15,Std,2025-01-06
EV0000115,WO000018,SO00179,SKU0005,F2,F2-L3,CUT,Cutting,2025-01-06T08:23:13Z,2025-01-06T10:42:12Z,38,0,0,start_of_day,12.04,2.08,2.32,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,sewing_cell,1x10h,8.5,12.5,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000116,WO000018,SO00179,SKU0005,F2,F2-L3,SEW,Sewing,2025-01-06T13:08:46Z,2025-01-07T05:43:52Z,38,0,0,minor,5.22,26.54,16.58,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,sewing_cell,1x10h,8.5,12.5,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000117,WO000018,SO00179,SKU0005,F2,F2-L3,QC_INLINE,Quality,2025-01-07T06:23:39Z,2025-01-07T06:55:46Z,38,1,1,minor,2,0.48,0.21,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,sewing_cell,1x10h,8.5,12.5,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000118,WO000018,SO00179,SKU0005,F2,F2-L3,REWORK,Rework,2025-01-07T07:32:55Z,2025-01-07T07:34:23Z,1,0,0,none,0,0.03,0,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,sewing_cell,1x10h,8.5,12.5,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000119,WO000018,SO00179,SKU0005,F2,F2-L3,FINISH,Finishing,2025-01-07T07:50:51Z,2025-01-07T10:52:03Z,38,1,0,minor,2.13,3.62,1.21,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,sewing_cell,1x10h,8.5,12.5,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000120,WO000018,SO00179,SKU0005,F2,F2-L1,QC_FINAL,Quality,2025-01-07T11:09:43Z,2025-01-07T11:45:00Z,38,3,2,minor,1.27,0.53,0.24,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,assembly_line,3x8h,20.4,30,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000121,WO000018,SO00179,SKU0005,F2,F2-L1,REWORK,Rework,2025-01-07T12:06:14Z,2025-01-07T12:09:26Z,2,0,0,none,0,0.06,0.01,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,assembly_line,3x8h,20.4,30,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000122,WO000018,SO00179,SKU0005,F2,F2-L1,PACK,Packing,2025-01-07T12:19:25Z,2025-01-07T13:18:50Z,38,0,0,minor,1.37,0.89,0.4,before,Legging,Nylon_Taffeta,Navy,core,25.08,12,assembly_line,3x8h,20.4,30,CUST0001,2025-01-05,2025-01-14,36,77.9,Std,2025-01-06
EV0000123,WO000019,SO00371,SKU0019,F2,F2-L3,CUT,Cutting,2025-01-10T09:19:56Z,2025-01-10T13:24:36Z,64,0,0,start_of_day,7.24,3.67,4.08,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000124,WO000019,SO00371,SKU0019,F2,F2-L2,SEW,Sewing,2025-01-10T13:55:10Z,2025-01-11T11:22:31Z,64,3,0,minor,7.63,34.33,21.46,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000125,WO000019,SO00371,SKU0019,F2,F2-L3,QC_INLINE,Quality,2025-01-11T13:26:42Z,2025-01-11T14:20:19Z,64,1,1,minor,1.16,0.8,0.36,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000126,WO000019,SO00371,SKU0019,F2,F2-L2,FINISH,Finishing,2025-01-11T14:31:28Z,2025-01-11T19:31:39Z,64,0,0,minor,2.54,6,2,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000127,WO000019,SO00371,SKU0019,F2,F2-L1,QC_FINAL,Quality,2025-01-11T19:40:16Z,2025-01-11T20:56:28Z,64,2,1,minor,1.88,1.14,0.51,before,Hoodie,Fleece,Blue,extended,20.22,24,assembly_line,3x8h,20.4,30,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000128,WO000019,SO00371,SKU0019,F2,F2-L1,REWORK,Rework,2025-01-11T21:40:57Z,2025-01-11T21:41:52Z,1,0,0,none,0,0.02,0,before,Hoodie,Fleece,Blue,extended,20.22,24,assembly_line,3x8h,20.4,30,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000129,WO000019,SO00371,SKU0019,F2,F2-L2,PACK,Packing,2025-01-11T21:50:31Z,2025-01-11T23:36:52Z,64,1,0,minor,0.83,1.6,0.71,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-01-05,2025-01-19,57,18.61,Std,2025-01-06
EV0000130,WO000020,SO00575,SKU0009,F1,F1-L2,CUT,Cutting,2025-01-08T10:48:59Z,2025-01-08T15:12:43Z,82,3,0,start_of_day,10.6,3.96,4.4,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000131,WO000020,SO00575,SKU0009,F1,F1-L1,SEW,Sewing,2025-01-08T15:33:26Z,2025-01-09T15:23:47Z,82,1,0,minor,14.65,38.14,23.84,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000132,WO000020,SO00575,SKU0009,F1,F1-L3,QC_INLINE,Quality,2025-01-09T15:35:21Z,2025-01-09T16:15:12Z,82,0,0,minor,1.22,0.6,0.27,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000133,WO000020,SO00575,SKU0009,F1,F1-L1,FINISH,Finishing,2025-01-09T16:37:48Z,2025-01-09T21:00:04Z,82,0,0,minor,1.42,5.25,1.75,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000134,WO000020,SO00575,SKU0009,F1,F1-L1,QC_FINAL,Quality,2025-01-09T21:13:20Z,2025-01-09T22:14:51Z,82,3,2,minor,1.61,0.92,0.41,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000135,WO000020,SO00575,SKU0009,F1,F1-L1,PACK,Packing,2025-01-09T22:21:29Z,2025-01-10T00:29:03Z,82,1,0,minor,3.39,1.91,0.85,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0019,2025-01-05,2025-01-27,75,5.58,Std,2025-01-06
EV0000136,WO000021,SO00681,SKU0012,F2,F2-L2,CUT,Cutting,2025-01-07T09:29:29Z,2025-01-07T18:53:19Z,151,3,0,start_of_day,23.42,8.46,9.4,before,Legging,Ripstop,Black,core,19.69,24,sewing_cell,2x8h,13.6,20,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000137,WO000021,SO00681,SKU0012,F2,F2-L2,SEW,Sewing,2025-01-07T19:35:45Z,2025-01-09T19:50:52Z,151,2,0,minor,9.78,77.2,48.25,before,Legging,Ripstop,Black,core,19.69,24,sewing_cell,2x8h,13.6,20,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000138,WO000021,SO00681,SKU0012,F2,F2-L1,QC_INLINE,Quality,2025-01-09T20:22:26Z,2025-01-09T21:48:24Z,151,8,4,minor,1.65,1.29,0.57,before,Legging,Ripstop,Black,core,19.69,24,assembly_line,3x8h,20.4,30,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000139,WO000021,SO00681,SKU0012,F2,F2-L1,REWORK,Rework,2025-01-09T22:13:17Z,2025-01-09T22:23:00Z,4,0,0,none,0,0.18,0.03,before,Legging,Ripstop,Black,core,19.69,24,assembly_line,3x8h,20.4,30,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000140,WO000021,SO00681,SKU0012,F2,F2-L1,FINISH,Finishing,2025-01-09T22:34:50Z,2025-01-10T09:51:01Z,151,4,0,minor,2.07,13.52,4.51,before,Legging,Ripstop,Black,core,19.69,24,assembly_line,3x8h,20.4,30,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000141,WO000021,SO00681,SKU0012,F2,F2-L2,QC_FINAL,Quality,2025-01-10T09:57:19Z,2025-01-10T11:50:56Z,151,6,3,minor,3.03,1.7,0.76,before,Legging,Ripstop,Black,core,19.69,24,sewing_cell,2x8h,13.6,20,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000142,WO000021,SO00681,SKU0012,F2,F2-L1,PACK,Packing,2025-01-10T12:11:08Z,2025-01-10T16:35:41Z,151,1,0,minor,2.66,3.97,1.76,before,Legging,Ripstop,Black,core,19.69,24,assembly_line,3x8h,20.4,30,CUST0021,2025-01-05,2025-01-24,143,9.68,Std,2025-01-06
EV0000143,WO000022,SO00071,SKU0009,F1,F1-L1,CUT,Cutting,2025-01-12T09:38:26Z,2025-01-12T17:46:02Z,167,7,0,start_of_day,18.1,7.31,8.13,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-06
EV0000144,WO000022,SO00071,SKU0009,F1,F1-L3,SEW,Sewing,2025-01-12T18:40:05Z,2025-01-14T12:03:16Z,167,3,0,minor,8.59,66.22,41.39,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000145,WO000022,SO00071,SKU0009,F1,F1-L2,QC_INLINE,Quality,2025-01-14T13:12:33Z,2025-01-14T14:51:54Z,167,7,4,minor,3.29,1.49,0.66,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000146,WO000022,SO00071,SKU0009,F1,F1-L3,FINISH,Finishing,2025-01-14T14:58:28Z,2025-01-14T23:42:40Z,167,4,0,minor,2.44,10.48,3.49,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000147,WO000022,SO00071,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-01-15T00:02:49Z,2025-01-15T02:06:30Z,167,5,3,minor,2,1.86,0.82,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000148,WO000022,SO00071,SKU0009,F1,F1-L2,REWORK,Rework,2025-01-15T03:50:58Z,2025-01-15T03:55:31Z,3,0,0,none,0,0.08,0.02,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000149,WO000022,SO00071,SKU0009,F1,F1-L2,PACK,Packing,2025-01-15T04:21:08Z,2025-01-15T09:16:01Z,167,3,0,minor,1.61,4.42,1.97,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0008,2025-01-06,2025-01-22,148,11.21,Std,2025-01-13
EV0000150,WO000023,SO00437,SKU0006,F2,F2-L3,CUT,Cutting,2025-01-09T10:41:54Z,2025-01-10T04:54:09Z,239,2,0,start_of_day,16.85,16.38,18.2,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-06
EV0000151,WO000023,SO00437,SKU0006,F2,F2-L3,SEW,Sewing,2025-01-10T05:53:38Z,2025-01-15T23:56:10Z,239,7,0,minor,5.93,220.87,138.04,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-13
EV0000152,WO000023,SO00437,SKU0006,F2,F2-L3,QC_INLINE,Quality,2025-01-16T00:45:03Z,2025-01-16T04:05:21Z,239,12,7,minor,1.69,3,1.34,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-13
EV0000153,WO000023,SO00437,SKU0006,F2,F2-L2,FINISH,Finishing,2025-01-16T04:25:27Z,2025-01-17T00:30:35Z,239,3,0,minor,1.99,24.1,8.03,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,2x8h,13.6,20,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-13
EV0000154,WO000023,SO00437,SKU0006,F2,F2-L3,QC_FINAL,Quality,2025-01-17T00:55:56Z,2025-01-17T05:43:10Z,239,16,9,minor,1.42,4.31,1.91,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-13
EV0000155,WO000023,SO00437,SKU0006,F2,F2-L3,PACK,Packing,2025-01-17T05:50:26Z,2025-01-17T12:43:49Z,239,0,0,minor,1.76,6.2,2.76,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,1x10h,8.5,12.5,CUST0019,2025-01-06,2025-01-24,210,14.84,Std,2025-01-13
EV0000156,WO000024,SO00676,SKU0007,F1,F1-L3,CUT,Cutting,2025-01-10T09:51:44Z,2025-01-10T16:29:35Z,85,2,0,start_of_day,18.01,5.97,6.63,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0004,2025-01-06,2025-01-26,81,13.23,Std,2025-01-06
EV0000157,WO000024,SO00676,SKU0007,F1,F1-L2,SEW,Sewing,2025-01-10T17:37:58Z,2025-01-11T23:22:22Z,85,1,0,minor,8.42,47.58,29.74,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0004,2025-01-06,2025-01-26,81,13.23,Std,2025-01-06
EV0000158,WO000024,SO00676,SKU0007,F1,F1-L3,QC_INLINE,Quality,2025-01-12T00:37:20Z,2025-01-12T01:25:31Z,85,3,2,minor,1.34,0.72,0.32,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0004,2025-01-06,2025-01-26,81,13.23,Std,2025-01-06
